Precio,Ubicacion,Área (m^2),Distrito,Dormitorios,Baños,Latitud,Longitud,Link,n° colegios (radio 1500m),n° parques/areas verdes (radio 800m),n° hospitales (radio 2000m),n° restaurantes (radio 800m),n° supermercados (radio 1000m),n° gasolineras (radio 1000m)
920000.0,"Calle Las Peonias 100, La Molina, Perú",476.0,La Molina,5,7,-12.08742,-76.95744,https://www.laencontre.com.pe/inmueble/518079,6,10,0,12,2,24
640000.0,"Sol De La Molina, La Molina, Perú",513.0,La Molina,3,3,-12.10808,-76.94164,https://www.laencontre.com.pe/inmueble/5b90-91bc-19f3bcec-d43794e3c6ac-4b51,0,51,0,4,0,0
7000000.0,"Urb Granados, Santiago De Surco, Lima, Lima, Peru",5860.0,Santiago de Surco,4,4,-12.13102,-76.98333,https://www.laencontre.com.pe/inmueble/382687,27,19,1,139,5,33
135000.0,"Pachacamac, Lima, Per",212.0,Pachacamac,4,3,-12.14651,-76.81798,https://www.laencontre.com.pe/inmueble/fce5-a33d-4dddfdd3-4333dfd1af25-48b3,0,5,0,0,0,0
53000.0,"Avenida Señor De Caudivilla, Carabayllo, Perú",56.0,Carabayllo,2,2,-11.89134,-77.03104,https://www.laencontre.com.pe/inmueble/84f4-b3a3-e3f91d7a-d31ad62b2c42-4750,69,37,3,19,0,32
950000.0,"Prolongacion Arenales 471-393, San Isidro 15073, Perú",448.0,San Isidro,6,4,-12.10405,-77.03259,https://www.laencontre.com.pe/inmueble/66b2-b6b9-34bd3ab-c0881916ce2d-4b20,16,14,3,110,6,48
359000.0,"Jirón Galileo Galilei, Santiago De Surco, Perú",270.0,Santiago de Surco,4,5,-12.15662,-76.99194,https://www.laencontre.com.pe/inmueble/19cc-b258-ff2bb47d-c4b9fbec524-45cd,34,40,2,29,3,1
7125.0,"Pueblo Libre, Perú",375.0,Pueblo Libre,10,4,-12.07653,-77.06735,https://www.laencontre.com.pe/inmueble/9bf4-b49f-73b5b526-7914c8103ebf-1274,51,49,6,138,4,71
1100000.0,"El Refugio 320, La Molina, Perú",1000.0,La Molina,3,10,-12.0751,-76.93255,https://www.laencontre.com.pe/inmueble/b124-b0fe-500a5a9e-a81587b4120a-47fd,8,6,2,1,1,26
780000.0,"Las Magnolias 210, Lurigancho-chosica 15468, Perú",1572.0,Lurigancho,6,3,-11.94853,-76.71649,https://www.laencontre.com.pe/inmueble/453123,9,0,0,4,1,5
185000.0,"Montecarlo, San Miguel, Perú",140.0,San Miguel,4,4,-12.06435,-77.09664,https://www.laencontre.com.pe/inmueble/403d-8e0d-7a1a8f76-4b280c386087-1274,24,37,5,35,3,40
285000.0,"Laredo 200, San Miguel, Perú",240.0,San Miguel,5,3,-12.07537,-77.10524,https://www.laencontre.com.pe/inmueble/71cc-a4a9-3acdef39-d85602ff4539-4c10,31,42,4,24,2,12
580000.0,"Corpac, Lima",449.0,Lima,4,3,-12.09887,-77.01374,https://www.laencontre.com.pe/inmueble/d8b9-8095-6bfa4a08-366c9dc929a-4127,14,34,3,44,3,95
140000.0,"Villa El Salvador, Lima",100.0,Villa El Salvador,3,3,-12.21521,-76.94217,https://www.laencontre.com.pe/inmueble/39a2-8351-2ec95227-7cb267748907-4a09,51,62,4,85,0,26
524000.0,"Calle General La Fuente 165, San Isidro, Perú",306.0,San Isidro,6,3,-12.10339,-77.05465,https://www.laencontre.com.pe/inmueble/66ef-bea5-d7fc3e7f-a2dc13ff6373-4972,9,20,3,23,2,44
1340000.0,"Orrantia, Lima",607.0,Lima,5,6,-12.09437,-77.041,https://www.laencontre.com.pe/inmueble/5df3-836b-260145e6-dbfc9ffcbe9c-1274,29,12,4,112,5,23
290000.0,"Jirón Las Esmeraldas 252, Cuadra 2, Co. Huaytapallana, Los Olivos, Lima, 15301, Per",315.0,Los Olivos,8,6,-11.98526,-77.07765,https://www.laencontre.com.pe/inmueble/82cf-982d-e89751dc-7b83f8c4c963-4669,124,52,3,57,0,53
1542610.0,"Country Club, Lima",300.0,Lima,8,5,-12.09355,-77.04855,https://www.laencontre.com.pe/inmueble/8eee-8fcc-17b39837-5fb9ca2c5c85-4df7,24,21,6,58,8,43
430000.0,"Jirón Los Tomillos 119, Cuadra 1, Ur. Los Jardines De San Juan, San Juan De Lurigancho, Lima, 15401, Per",120.0,San Juan de Lurigancho,5,4,-12.01484,-77.00309,https://www.laencontre.com.pe/inmueble/7d01-bcc6-ce13021f-cc6eb9ed5454-4355,86,36,1,24,3,36
110000.0,"Villa El Salvador, Lima",140.0,Villa El Salvador,7,4,-12.21521,-76.94217,https://www.laencontre.com.pe/inmueble/4b8-ab72-1d2d16a8-a4f75729b525-4a39,51,62,4,85,0,26
785000.0,"Calle Las Acacias, Surco, Perú",450.0,Miraflores,7,6,-12.13436,-77.02599,https://www.laencontre.com.pe/inmueble/8a6c-924f-cde093b3-bfc52d049308-4ef1,19,21,1,77,5,57
799300.0,"Chaclacayo, Lima",3000.0,Chaclacayo,,,-11.98318,-76.7736,https://www.laencontre.com.pe/inmueble/626254,10,5,0,0,1,7
370000.0,"El Sol De La Molina, Lima",261.0,Lima,,,-12.08324,-76.90334,https://www.laencontre.com.pe/inmueble/848f-9313-32904afe-d4e6bda08661-328d,7,4,0,8,3,19
508900.0,"Las Dalias, La Molina Vieja, Lima, Perú",841.0,La Molina,5,3,-12.09184,-76.9576,https://www.laencontre.com.pe/inmueble/973e-a705-6ba70246-8d907d420a43-1274,6,12,0,13,2,24
890000.0,"Magdalena Del Mar, Lima",355.0,Magdalena del Mar,3,2,-12.09483,-77.06768,https://www.laencontre.com.pe/inmueble/d7eb-8363-b55dafb6-394755f24f43-4d50,40,33,4,106,1,53
360000.0,"Santiago De Surco, Lima",213.0,Santiago de Surco,4,4,-12.13102,-76.98333,https://www.laencontre.com.pe/inmueble/6013-b4ab-23ebe7a1-b5468a92b7b6-44a3,27,19,1,139,5,33
215000.0,"Comas, Lima",276.0,Comas,8,3,-11.93298,-77.04085,https://www.laencontre.com.pe/inmueble/a477-91be-1c95294e-bb9db7080db3-39d0,57,19,2,19,4,0
350000.0,"Cerro Azul, Cañete, Perú",180.0,Cerro Azul,4,5,-13.02426,-76.47903,https://www.laencontre.com.pe/inmueble/1f3c-afed-eab1b528-86dcfb3208-46e2,2,5,0,14,0,1
800000.0,"Calle Miguel Aljovin 445, Lima, Peru",390.0,Lima,5,5,-12.12977,-77.01696,https://www.laencontre.com.pe/inmueble/378459,25,37,2,100,4,75
520000.0,"Calle Mercedarias 124, Lima, Perú",250.0,Lima,8,2,-12.12815,-76.97892,https://www.laencontre.com.pe/inmueble/934-94d0-7bce647c-5688957caff2-4f8f,18,16,0,103,6,26
770000.0,"Magdalena Del Mar, Lima",275.0,Magdalena del Mar,5,2,-12.09483,-77.06768,https://www.laencontre.com.pe/inmueble/5c41-bd9c-4a2fba61-5da5fc1e5c0d-4fcc,40,33,4,106,1,53
950000.0,"Orrantia, Lima",334.0,Lima,4,3,-12.09437,-77.041,https://www.laencontre.com.pe/inmueble/58d3-a46c-3096d8c4-2bd4ab796990-4a5d,29,12,4,112,5,23
420000.0,"Santiago De Surco, Perú",180.0,Santiago de Surco,3,4,-12.13102,-76.98333,https://www.laencontre.com.pe/inmueble/cfb6-8cc6-914e83d-30227a0a472e-4b44,27,19,1,139,5,33
235000.0,"Jiron Julio Bellido 646, Lima, Perú",200.0,Lima,6,3,-12.15899,-76.97031,https://www.laencontre.com.pe/inmueble/cc6f-b13d-23464997-d3b58d088c6c-49f3,108,48,3,78,0,31
265000.0,"Chorrillos, Lima",168.0,Chorrillos,3,4,-12.19196,-77.00896,https://www.laencontre.com.pe/inmueble/7aa2-a8bb-d4c39812-6d54f6fd7554-4bbf,52,19,2,40,4,60
65000.0,"Villa El Salvador, Lima",70.0,Villa El Salvador,2,3,-12.21521,-76.94217,https://www.laencontre.com.pe/inmueble/19e6-ba36-f727e057-5805f282c73e-4f19,51,62,4,85,0,26
1025000.0,"Calle Los Manzanos 543, Lima, Perú",316.0,Lima,5,2,-12.10077,-77.05231,https://www.laencontre.com.pe/inmueble/1a4c-b345-aa20c5c8-d0cbd2edb87-49ab,11,17,3,24,2,33
1700000.0,"Calle General La Fuente, San Isidro, Perú",680.0,San Isidro,4,3,-12.10297,-77.05606,https://www.laencontre.com.pe/inmueble/1da4-8aed-b46c46d0-649822eb0469-438c,9,23,3,28,2,47
300000.0,"Salamanca De Monterrico, Lima",160.0,Lima,3,3,-12.07594,-76.9838,https://www.laencontre.com.pe/inmueble/15a0-8c6a-fcf751c1-7f31f39aeba5-4f4a,42,50,1,68,1,26
280000.0,"Salamanca De Monterrico, Lima",140.0,Lima,3,2,-12.07594,-76.9838,https://www.laencontre.com.pe/inmueble/cbf9-980c-e799123d-16a8555bb139-4354,42,50,1,68,1,26
630000.0,"Casuarinas, Surco, Perú",495.0,Santiago de Surco,3,4,-12.12804,-76.96784,https://www.laencontre.com.pe/inmueble/bda4-9e6a-9ed7255b-c82d428f2658-4694,36,17,0,0,3,0
195000.0,"Villa El Salvador, Lima",140.0,Villa El Salvador,4,5,-12.21521,-76.94217,https://www.laencontre.com.pe/inmueble/37e3-bb19-e762b911-d367e5344114-4fe7,51,62,4,85,0,26
174000.0,"Asia, Cañete",175.0,Asia,4,5,-12.76551,-76.61171,https://www.laencontre.com.pe/inmueble/408944,0,0,0,0,0,0
845000.0,"La Molina, Lima",450.0,La Molina,4,5,-12.08997,-76.92359,https://www.laencontre.com.pe/inmueble/c44c-8fb7-fd8258d2-4e59518a4081-4f49,8,9,0,0,2,1
998000.0,"San Antonio, Lima",454.0,San Antonio,5,3,-12.63783,-76.65143,https://www.laencontre.com.pe/inmueble/9c23-880a-a7509537-829317666b7a-40b8,2,2,0,0,0,0
610000.0,"Surco, Perú",256.0,Surco,5,4,-11.87035,-76.42625,https://www.laencontre.com.pe/inmueble/1c0-bccb-20eedef1-6aceeef0111-4c7f,2,0,0,0,0,0
85000.0,"Carretera Central Km. 17.5, Chaclacayo, Perú",160.0,Chaclacayo,4,6,-11.9918,-76.82448,https://www.laencontre.com.pe/inmueble/cc75-9149-c96b3163-fc27de32ceba-4c5e,14,11,1,4,0,8
520000.0,"Puquina 180, Lima, Perú",401.0,Lima,4,3,-12.08106,-77.09471,https://www.laencontre.com.pe/inmueble/c4d5-a30a-5020edcd-3acfda8ad357-482e,40,40,2,75,2,36
105000.0,"Avenida Las Lomas, Pj. Pachacamac Etapa Iv Sector 2 Barrio 3, Villa El Salvador, Lima, 15841, Per",300.0,Villa El Salvador,10,2,-12.24126,-76.92311,https://www.laencontre.com.pe/inmueble/bd7b-84fa-67e535c4-48d70d7090c8-4fbf,36,60,2,21,0,57
431341.0,"Jirón Fray Luis De León & Calle Johann Strauss, San Borja, Lima Province, Perú",257.0,San Borja,5,4,-12.09785,-77.00595,https://www.laencontre.com.pe/inmueble/a671-8a98-f36d3252-91fdba3eaf43-4c6c,19,29,4,136,8,39
280000.0,"El Agustino, Perú",270.0,El Agustino,4,,-12.04001,-76.99376,https://www.laencontre.com.pe/inmueble/5762-b329-574fd528-e1211572928b-4b3c,50,57,3,10,3,1
315000.0,"Bárbara Alcázar 110, San Miguel, Perú",186.0,San Miguel,3,,-12.08317,-77.07785,https://www.laencontre.com.pe/inmueble/ca16-a77c-57493810-779bc5a98fb9-4485,50,44,4,74,5,55
1500000.0,"Jirón Los Alamos 381, Lima, Perú",1250.0,Lima,4,,-12.02153,-77.09245,https://www.laencontre.com.pe/inmueble/1e6f-aa4f-8449ed2d-61c5308da79e-47c1,51,43,4,53,2,24
620000.0,"Santiago De Surco, Lima",364.0,Santiago de Surco,5,4,-12.13102,-76.98333,https://www.laencontre.com.pe/inmueble/104-9fd9-34be45c3-57a2fbd5e0da-43d5,27,19,1,139,5,33
1700000.0,"Orrantia, Lima",600.0,Lima,3,3,-12.09437,-77.041,https://www.laencontre.com.pe/inmueble/cd70-88e0-557fc51d-9b5a00391a1c-4cc1,29,12,4,112,5,23
250000.0,"Enrique Montenegro Sector 1, San Juan De Lurigancho, Perú",229.0,San Juan de Lurigancho,8,6,-11.93924,-76.96833,https://www.laencontre.com.pe/inmueble/2590-852c-ee9df44a-35ceffc41f19-4691,9,17,0,11,0,32
1290000.0,"Santiago De Surco, Lima",1000.0,Santiago de Surco,4,6,-12.13102,-76.98333,https://www.laencontre.com.pe/inmueble/af99-be3b-8f9ea5fa-12ef1db2966e-47e9,27,19,1,139,5,33
490000.0,"Jr.cerro Azul, Santiago De Surco, Perú",300.0,Santiago de Surco,5,5,-12.13421,-76.97696,https://www.laencontre.com.pe/inmueble/e1dc-8e72-610c28c7-4444d7281f6f-42eb,45,18,1,36,5,33
750000.0,"Santiago De Surco, Lima",300.0,Santiago de Surco,4,3,-12.13102,-76.98333,https://www.laencontre.com.pe/inmueble/6cc-a374-b4de00-4e558d8e872-4f51,27,19,1,139,5,33
1765000.0,"Orrantia, Lima",504.0,Lima,4,4,-12.09437,-77.041,https://www.laencontre.com.pe/inmueble/455381,29,12,4,112,5,23
250000.0,"San Martin De Porres, Lima",160.0,San Martín de Porres,3,3,-12.01032,-77.08539,https://www.laencontre.com.pe/inmueble/f60a-9aef-cd56e56d-63c28f9e6ddf-45a2,71,39,2,31,2,42
105000.0,"Villa El Salvador, Lima",108.0,Villa El Salvador,4,4,-12.21521,-76.94217,https://www.laencontre.com.pe/inmueble/cbce-b225-e5f4750d-6e282de84a89-4ceb,51,62,4,85,0,26
599000.0,"Breton 430, San Borja, Perú",379.0,San Borja,3,2,-12.09447,-76.99081,https://www.laencontre.com.pe/inmueble/6e99-934f-bb73e1f7-70fe3e4e03e7-4658,20,43,1,22,1,23
240000.0,"Salamanca De Monterrico, Lima",140.0,Lima,4,4,-12.07594,-76.9838,https://www.laencontre.com.pe/inmueble/fa10-b813-9fd9173c-89621a8b5a74-44bd,42,50,1,68,1,26
330000.0,"Jirón El Cascajal 144, Santiago De Surco, Perú",213.0,Santiago de Surco,4,4,-12.12231,-76.97598,https://www.laencontre.com.pe/inmueble/d767-abd2-66d7529a-6f96837be9ed-4847,16,22,0,17,4,16
880000.0,"Pentagonito, San Borja, Perú",450.0,Villa María del Triunfo,4,3,-12.14684,-76.94206,https://www.laencontre.com.pe/inmueble/97b4-abc8-7a85a82d-a4abc5b6a86a-4581,42,7,0,24,0,0
50000.0,"Jirón Piura, Villa María Del Triunfo, Perú",96.0,Villa María del Triunfo,4,4,-12.1724,-76.93134,https://www.laencontre.com.pe/inmueble/468968,29,4,3,4,0,0
100000.0,"Jr. Piura, Villa María Del Triunfo, Perú",219.0,Villa María del Triunfo,4,3,-12.20615,-76.92507,https://www.laencontre.com.pe/inmueble/468966,24,5,1,22,1,32
650000.0,"La Planicie, La Molina, Perú",588.0,La Molina,4,4,-12.07324,-76.91313,https://www.laencontre.com.pe/inmueble/9b50-8d3a-b54cda74-67aea64808f7-4834,7,2,0,1,1,0
478000.0,"Calle Juan José 290, Cuadra 2, Miraflores, Lima, 15048, Per",216.0,Miraflores,4,4,-12.11848,-77.01129,https://www.laencontre.com.pe/inmueble/32c8-9954-4646a9df-362631f85a59-43d6,31,32,5,45,3,122
117000.0,"Jr. Diego Ferré, San Juan De Lurigancho, Perú",160.0,San Juan de Lurigancho,4,5,-11.94503,-76.9783,https://www.laencontre.com.pe/inmueble/47fd-8224-ebe85037-6c21f063a047-437b,41,32,0,15,0,26
340000.0,"Calle Bilbao 170, Cuadra 1, Ur. Mayorazgo Etapa I, Ii, Ate, Lima, 15012, Per",279.0,Ate,4,4,-12.06032,-76.94054,https://www.laencontre.com.pe/inmueble/c1a6-a34e-3ec11fa9-8f0f39bcfe41-4712,16,43,4,21,0,8
1400000.0,"Country Club, Lima",538.0,Lima,4,7,-12.09355,-77.04855,https://www.laencontre.com.pe/inmueble/817-8fac-2bf31150-d290382e6873-4b7e,24,21,6,58,8,43
3800000.0,"Edificio Carlos Graña Elizalde, Calle Carlos Graña, San Isidro, Perú",732.0,San Isidro,3,3,-12.10694,-77.0444,https://www.laencontre.com.pe/inmueble/8bfc-aef8-4823fa-7d5f39d4aa58-44e1,3,18,2,85,7,60
610000.0,"Santiago De Surco, Lima",468.0,Santiago de Surco,2,2,-12.13102,-76.98333,https://www.laencontre.com.pe/inmueble/581816,27,19,1,139,5,33
4900000.0,"C. Valle Riestra, San Isidro, Perú",750.0,San Isidro,5,3,16.73501,121.62989,https://www.laencontre.com.pe/inmueble/455284,0,0,0,0,0,0
525000.0,"Santiago De Surco, Lima",304.0,Santiago de Surco,5,5,-12.13102,-76.98333,https://www.laencontre.com.pe/inmueble/b32b-b279-5de2404e-2bd702aceaca-44c6,27,19,1,139,5,33
970000.0,"Calle Julián Arias Aragüez, Miraflores, Perú",275.0,Miraflores,4,2,-12.12625,-77.02025,https://www.laencontre.com.pe/inmueble/1001e-95fd-cb51eff9-c05ccc32aec3-429b,23,21,2,128,7,95
400000.0,"Jirón Los Químicos 240-298, Cuadra 2, Ur. La Riviera De Monterrico Etapa I, La Molina, Lima, 15012, Per",270.0,La Molina,4,4,-12.06888,-76.95102,https://www.laencontre.com.pe/inmueble/d85b-ab0c-758ab03a-aaa4646775e1-44e9,23,38,2,40,4,23
240000.0,"Bodega, Lurigancho, Lima, 15464, Per",245.0,Lurigancho,4,4,-12.00312,-76.88086,https://www.laencontre.com.pe/inmueble/d669-bac5-c0760e42-408f214356b6-4d63,16,12,0,0,0,2
919600.0,"Risso, Lima",418.0,Lima,,,-12.02839,-76.9316,https://www.laencontre.com.pe/inmueble/3242-8957-228966-5b1684c33f78-1274,49,25,4,35,1,8
270000.0,"Urbanización San Carlos Bajo, Lima, Perú",1100.0,Sonzacate,,,13.73044,-89.71698,https://www.laencontre.com.pe/inmueble/6244-8faf-63fd4baf-1b753663d6f1-4cb0,1,5,7,41,0,15
1150000.0,"Jirón Del Golf, Lima, Perú",2000.0,Lima,,,-12.1119,-76.93592,https://www.laencontre.com.pe/inmueble/c6cb-a6f0-ce340cd9-a304f7b62640-42ab,0,36,0,2,0,0
1900000.0,"Calle Ugarte Y Moscoso, San Isidro, Perú",805.0,San Isidro,3,3,-12.09404,-77.05502,https://www.laencontre.com.pe/inmueble/f2c6-a959-98f9a2aa-6b8cefc9763a-432f,30,35,3,41,8,63
2308000.0,"Las Tres Marías, Lima, Perú",1154.0,Lima,6,8,-11.98505,-77.07208,https://www.laencontre.com.pe/inmueble/3fc5-9faa-fc8f2163-24d699776378-4e50,111,62,4,76,1,22
180000.0,"Asociación De Propietarios Los Alamos De Carabayllo, Los Cedros, Carabayllo, Perú",245.0,Carabayllo,4,3,-11.88051,-77.02611,https://www.laencontre.com.pe/inmueble/3f24-82fa-4cdfaceb-e0a20e1a72ca-4b9a,47,32,0,18,1,18
513700.0,"Collasuyo 150, San Miguel, Perú",330.0,San Miguel,4,4,-12.07464,-77.09643,https://www.laencontre.com.pe/inmueble/9dc5-b218-13ae90b-b87b1c26af39-429b,39,31,4,61,3,55
1900000.0,"Calle Ugarte Y Moscoso 825, San Isidro, Perú",805.0,San Isidro,3,2,-12.09998,-77.0579,https://www.laencontre.com.pe/inmueble/c4c4-b5d7-a36d8301-b1193d87ba69-4389,17,27,3,39,2,69
450000.0,"Jirón Tintoreros, Santiago De Surco, Perú",256.0,Santiago de Surco,3,3,-12.12928,-76.97946,https://www.laencontre.com.pe/inmueble/9fa1-b027-bc1a93db-1f208e61d2e5-5013,20,20,0,104,6,26
160000.0,"Grafitos 531, San Juan De Lurigancho, Perú",160.0,San Juan de Lurigancho,2,1,-11.99679,-77.0036,https://www.laencontre.com.pe/inmueble/625d-bee7-f398f35e-be32ce2a58d9-4eb1,88,29,2,53,1,10
550000.0,"Avenida De La Floresta & Mariel, Surco, Perú",260.0,Santiago de Surco,5,3,-12.11545,-76.98724,https://www.laencontre.com.pe/inmueble/32db-b1b8-d17458a7-7d1a31e0cfd6-504b,20,29,1,84,4,17
280000.0,"Av. Separadora Industrial 2780, Ate, Lima, Perú",162.0,Ate,11,6,-12.05667,-76.94346,https://www.laencontre.com.pe/inmueble/794-c031-5c47a9b0-d18da2ae9408-47f3,22,38,4,5,0,18
385000.0,"Antúnez De Mayolo, Pueblo Libre, Perú",168.0,Pueblo Libre,5,3,-12.07888,-77.0723,https://www.laencontre.com.pe/inmueble/98d2-86ad-1c1cb828-7a95220912bf-4d38,44,44,7,79,5,65
1500000.0,"San Antonio, Lima",500.0,San Antonio,4,4,-12.63783,-76.65143,https://www.laencontre.com.pe/inmueble/c5ad-be27-40ba991e-78aba7cb9386-43d6,2,2,0,0,0,0
270000.0,"Jirón Américo Vespucio 183, San Miguel, Perú",165.0,San Miguel,4,2,-12.07892,-77.09919,https://www.laencontre.com.pe/inmueble/efdf-80d1-bea1f904-b9e585565064-48a8,34,41,1,49,2,28
155000.0,"Jirón Mártir Olaya 977, San Martín De Porres, Perú",180.0,San Martín de Porres,4,3,-12.03136,-77.05406,https://www.laencontre.com.pe/inmueble/9ae8-a537-62c48825-d4388476d034-4f79,87,28,4,6,1,22
85000.0,"Pachacamac, Lima, Per",90.0,Pachacamac,3,2,-12.14651,-76.81798,https://www.laencontre.com.pe/inmueble/dd1b-8920-870ed14a-57b363170498-4839,0,5,0,0,0,0
1590000.0,"Country Club, Lima",370.0,Lima,4,3,-12.09355,-77.04855,https://www.laencontre.com.pe/inmueble/ea60-aa37-5e8aa60c-3f7fdeda178b-4ba3,24,21,6,58,8,43
1100000.0,"Corpac, Lima",227.0,Lima,7,7,-12.09887,-77.01374,https://www.laencontre.com.pe/inmueble/455306,14,34,3,44,3,95
580000.0,"Jirón La Venturosa, Surco, Perú",300.0,Santiago de Surco,4,3,-12.12601,-76.99611,https://www.laencontre.com.pe/inmueble/3ca6-af72-2371fd26-85dee0398f77-44b9,26,42,1,128,1,41
360000.0,"Jirón Alameda Espinel 400-498, Cuadra 4, Ur. Las Brisas De Villa, Chorrillos, Lima, 15067, Per",300.0,Chorrillos,4,5,-12.21725,-76.99359,https://www.laencontre.com.pe/inmueble/cdcd-93ac-17dfaa7b-3e31d6345f0b-4318,3,9,0,0,0,0
1300000.0,"Magdalena Del Mar, Lima",426.0,Magdalena del Mar,5,3,-12.09483,-77.06768,https://www.laencontre.com.pe/inmueble/cb49-bc12-6a2743b1-5963896ec0e6-4277,40,33,4,106,1,53
255000.0,"Calle Perseverancia, Ur. Pro Quinto Sector I Etapa, Los Olivos, Lima, 15307, Per",162.0,Los Olivos,3,3,-11.93758,-77.07618,https://www.laencontre.com.pe/inmueble/bae-b50e-f74e302c-62b5492828e7-4439,68,21,0,47,1,37
1050000.0,"Miraflores, Perú",462.0,Miraflores,4,3,-12.11021,-77.03654,https://www.laencontre.com.pe/inmueble/55c2-97c0-fa13deb1-b01ad25f36c7-505f,15,25,3,145,5,29
190000.0,"Huacho, Huaura",200.0,Huacho,6,7,-11.11855,-77.60905,https://www.laencontre.com.pe/inmueble/7ef6-b399-c094fb56-cf0af6a83f0f-1274,23,7,3,27,1,16
730000.0,"La Planicie, La Molina, Perú",650.0,La Molina,4,5,-12.07324,-76.91313,https://www.laencontre.com.pe/inmueble/194677,7,2,0,1,1,0
350000.0,"Urb Los Cipreses, Lima, Perú",184.0,Lima,5,5,-12.05401,-77.07701,https://www.laencontre.com.pe/inmueble/2f8f-b27b-226bfa70-5be4644181f1-497f,19,31,3,40,1,55
1290000.0,"Av. Gral. Francisco Valle Riestra 651, San Isidro 15076, Perú",507.0,San Isidro,10,7,-12.10364,-77.05402,https://www.laencontre.com.pe/inmueble/424367,9,18,2,30,2,44
540000.0,"Pedro Salazar, Nicolas De Pierola, Barranco, Perú",230.0,Barranco,4,3,-12.14153,-77.02003,https://www.laencontre.com.pe/inmueble/7320-b231-e695b78a-fa579cb2e4e4-4e25,26,37,2,196,2,52
580000.0,"Av. Aviación 4564, Santiago De Surco, Perú",189.0,Santiago de Surco,6,5,-12.12188,-76.99864,https://www.laencontre.com.pe/inmueble/9b9f-9198-8dfbc51d-f646acbe13cb-4a57,30,48,1,126,1,33
696999.0,"Santo Domingo 246, Lima, Perú",613.0,Lima,8,5,-11.95883,-77.05758,https://www.laencontre.com.pe/inmueble/bbe9-89a0-62a48629-87ae90e123b8-4614,87,22,5,42,1,27
350000.0,"San Juan De Lurigancho, Perú",294.0,San Juan de Lurigancho,,,-12.00395,-77.00695,https://www.laencontre.com.pe/inmueble/468788,99,23,2,104,1,20
850000.0,"Jirón Larco Herrera 1050, Lima, Perú",360.0,Lima,,,-12.09147,-77.06612,https://www.laencontre.com.pe/inmueble/540c-9afc-a87f4aec-f12b51fb6716-4960,48,38,4,94,3,99
690000.0,"Barranco, Lima",247.0,Barranco,2,2,-12.14372,-77.02074,https://www.laencontre.com.pe/inmueble/81e9-9af5-b6afe415-505eeae2f84c-4c4f,24,33,3,215,2,43
380000.0,"Calle Juan Roberto Acevedo, Pueblo Libre, Perú",198.0,Pueblo Libre,4,5,-12.0787,-77.06956,https://www.laencontre.com.pe/inmueble/328c-b98c-37cddd9b-54900a4ed56f-452b,54,43,7,99,4,73
220000.0,"Salamanca De Monterrico, Lima",160.0,Lima,3,5,-12.07594,-76.9838,https://www.laencontre.com.pe/inmueble/15e4-9242-1ceb889c-c7b3cd22c9dd-4c1a,42,50,1,68,1,26
400000.0,"Asia, Cañete",356.0,Asia,5,2,-12.76551,-76.61171,https://www.laencontre.com.pe/inmueble/511a-8d6e-139e32f6-ffd80c86596a-1273,0,0,0,0,0,0
405000.0,"Parque Principe, Principe, Pueblo Libre, Perú",177.0,Pueblo Libre,6,2,-12.08064,-77.06705,https://www.laencontre.com.pe/inmueble/72a5-ae2f-b6b4fad2-b2f14651d97c-4257,58,33,7,93,4,73
480000.0,"Calle Piura, Miraflores, Lima, Perú",267.0,Miraflores,2,4,-12.11592,-77.0331,https://www.laencontre.com.pe/inmueble/6e1-8371-ace5678b-95251e34c100-496f,19,29,3,304,8,50
1200000.0,"Santa Cruz, Lima",310.0,Lima,5,3,-12.11497,-77.04526,https://www.laencontre.com.pe/inmueble/455423,4,28,1,117,2,69
240000.0,"Santa Patricia, Avenida Flora Tristan, La Molina, Perú",153.0,La Molina,5,4,-12.07226,-76.94127,https://www.laencontre.com.pe/inmueble/b190-a710-f9807e2c-c0ee61fd92a2-45e2,14,24,2,77,0,26
895000.0,"Tordillas 1x, San Isidro, Provincia De Lima 15036, Perú",600.0,San Isidro,5,4,-12.09476,-77.02012,https://www.laencontre.com.pe/inmueble/ad1f-84ec-4406b9de-6331a5151b31-3be6,17,26,3,54,4,83
299999.0,"Av. Santiago De Surco 3420, Santiago De Surco, Perú",314.0,Santiago de Surco,6,3,-12.13878,-76.9939,https://www.laencontre.com.pe/inmueble/391c-b6dd-80ad8b18-2aa3280f7e50-4964,46,38,2,29,2,63
108000.0,"Carabayllo, Lima",90.0,Carabayllo,3,3,-11.79015,-76.97559,https://www.laencontre.com.pe/inmueble/6e96-8bc8-5f01a7a6-17a2dafab994-1274,0,1,0,0,0,0
700000.0,"Calle Brahms 260, Cuadra 2, Ur. San Borja, San Borja, Lima, 15037, Per",357.0,San Borja,4,2,-12.10022,-76.99187,https://www.laencontre.com.pe/inmueble/ae62-9afc-4b3d8fc6-23f6ac08292a-1274,23,39,2,24,1,15
280000.0,"Navidad, Distrito De Lurigancho-chosica, Perú",607.0,Lurigancho,3,4,-11.93504,-76.69481,https://www.laencontre.com.pe/inmueble/d0ec-98e1-e7a537e0-b6e112da743c-4208,34,12,1,82,2,10
200000.0,"Santa Clara, Ate, Perú",196.0,Ate,6,5,-12.04214,-76.89164,https://www.laencontre.com.pe/inmueble/c61c-a370-7893a5ac-2093fcb4b4de-468c,9,4,0,0,0,0
